"geno","row_number","col_number","colgroup","rowgroup","rc.group","env","pool","status","rytha","rn","cn","check","geno.cod","check.cod"
"UGP202000276-4",22,27,"3","3","3_3","OT1NAM22","B","Regular",0.37037037037037,"22","27","Candidate","UGP202000276-4",NA
"UGP202000242-20",22,28,"3","3","3_3","OT1NAM22","B","Regular",3.33333333333333,"22","28","Candidate","UGP202000242-20",NA
"New_Kawogo",22,29,"3","3","3_3","OT1NAM22","C","Check",4.07407407407407,"22","29","Check",NA,"New_Kawogo"
"UGP202000100-10",22,30,"3","3","3_3","OT1NAM22","A","Regular",0.407407407407407,"22","30","Candidate","UGP202000100-10",NA
"UGP202000071-3",23,1,"1","3","1_3","OT1NAM22","A","Regular",28.962962962963,"23","1","Candidate","UGP202000071-3",NA
"UGP202000250-6",23,2,"1","3","1_3","OT1NAM22","B","Regular",7.03703703703704,"23","2","Candidate","UGP202000250-6",NA
"UGP202000121-2",23,3,"1","3","1_3","OT1NAM22","A","Regular",25.9259259259259,"23","3","Candidate","UGP202000121-2",NA
"UGP202000262-19",23,4,"1","3","1_3","OT1NAM22","A","Regular",NA,"23","4","Candidate","UGP202000262-19",NA
"UGP202000125-17",23,5,"1","3","1_3","OT1NAM22","A","Regular",18.9259259259259,"23","5","Candidate","UGP202000125-17",NA
"LUW1257",23,6,"1","3","1_3","OT1NAM22","B","Parent",60,"23","6","Candidate","LUW1257",NA
"UGP202000157-10",23,7,"1","3","1_3","OT1NAM22","B","Regular",4.44444444444444,"23","7","Candidate","UGP202000157-10",NA
"UGP202000241-8",23,8,"1","3","1_3","OT1NAM22","B","Regular",6.2962962962963,"23","8","Candidate","UGP202000241-8",NA
"NAROSPOT1",23,9,"1","3","1_3","OT1NAM22","C","Check",38.1481481481481,"23","9","Check",NA,"NAROSPOT1"
"UGP202000207-5",23,10,"1","3","1_3","OT1NAM22","B","Regular",1.11111111111111,"23","10","Candidate","UGP202000207-5",NA
"UGP202000263-10",23,11,"2","3","2_3","OT1NAM22","A","Regular",13.3703703703704,"23","11","Candidate","UGP202000263-10",NA
"KML942",23,12,"2","3","2_3","OT1NAM22","B","Parent",3.7037037037037,"23","12","Candidate","KML942",NA
"UGP202000181-20",23,13,"2","3","2_3","OT1NAM22","B","Regular",7.40740740740741,"23","13","Candidate","UGP202000181-20",NA
"UGP202000083-10",23,14,"2","3","2_3","OT1NAM22","A","Regular",5.55555555555556,"23","14","Candidate","UGP202000083-10",NA
"UGP202000230-5",23,15,"2","3","2_3","OT1NAM22","B","Regular",2.22222222222222,"23","15","Candidate","UGP202000230-5",NA
"UGP202000143-21",23,16,"2","3","2_3","OT1NAM22","B","Regular",11.1481481481481,"23","16","Candidate","UGP202000143-21",NA
"UGP202000272-10",23,17,"2","3","2_3","OT1NAM22","B","Regular",10.7407407407407,"23","17","Candidate","UGP202000272-10",NA
"UGP202000180-3",23,18,"2","3","2_3","OT1NAM22","B","Regular",25.9259259259259,"23","18","Candidate","UGP202000180-3",NA
"UGP202000030-16",23,19,"2","3","2_3","OT1NAM22","A","Regular",1.66666666666667,"23","19","Candidate","UGP202000030-16",NA
"SRT43",23,20,"2","3","2_3","OT1NAM22","B","Parent",10.4074074074074,"23","20","Candidate","SRT43",NA
"UGP202000237-4",23,21,"3","3","3_3","OT1NAM22","B","Regular",0.777777777777778,"23","21","Candidate","UGP202000237-4",NA
"UGP202000222-8",23,22,"3","3","3_3","OT1NAM22","B","Regular",3.7037037037037,"23","22","Candidate","UGP202000222-8",NA
"UGP202000272-5",23,23,"3","3","3_3","OT1NAM22","B","Regular",40.7777777777778,"23","23","Candidate","UGP202000272-5",NA
"Silk_Omuyaka",23,24,"3","3","3_3","OT1NAM22","C","Check",6.2962962962963,"23","24","Check",NA,"Silk_Omuyaka"
"UGP202000272-9",23,25,"3","3","3_3","OT1NAM22","B","Regular",12.2222222222222,"23","25","Candidate","UGP202000272-9",NA
"UGP202000158-2",23,26,"3","3","3_3","OT1NAM22","B","Regular",27.7777777777778,"23","26","Candidate","UGP202000158-2",NA
"ARA209",23,27,"3","3","3_3","OT1NAM22","B","Parent",11.4814814814815,"23","27","Candidate","ARA209",NA
"UGP202000180-1",23,28,"3","3","3_3","OT1NAM22","B","Regular",NA,"23","28","Candidate","UGP202000180-1",NA
"UGP202000201-4",23,29,"3","3","3_3","OT1NAM22","B","Regular",14.0740740740741,"23","29","Candidate","UGP202000201-4",NA
"UGP202000269-9",23,30,"3","3","3_3","OT1NAM22","B","Regular",7.59259259259259,"23","30","Candidate","UGP202000269-9",NA
"UGP202000073-5",24,1,"1","3","1_3","OT1NAM22","A","Regular",17.037037037037,"24","1","Candidate","UGP202000073-5",NA
"UGP202000199-4",24,2,"1","3","1_3","OT1NAM22","B","Regular",11.4814814814815,"24","2","Candidate","UGP202000199-4",NA
"UGP202000181-16",24,3,"1","3","1_3","OT1NAM22","B","Regular",14.0740740740741,"24","3","Candidate","UGP202000181-16",NA
"UGP202000072-20",24,4,"1","3","1_3","OT1NAM22","A","Regular",9.29629629629629,"24","4","Candidate","UGP202000072-20",NA
"UGP202000024-12",24,5,"1","3","1_3","OT1NAM22","A","Regular",8.92592592592592,"24","5","Candidate","UGP202000024-12",NA
"NASPOT_11",24,6,"1","3","1_3","OT1NAM22","B","Parent",38.1481481481481,"24","6","Candidate","NASPOT_11",NA
"MLE199",24,7,"1","3","1_3","OT1NAM22","B","Parent",9.55555555555556,"24","7","Candidate","MLE199",NA
"UGP202000271-7",24,8,"1","3","1_3","OT1NAM22","B","Regular",21.8518518518519,"24","8","Candidate","UGP202000271-7",NA
"UGP202000247-1",24,9,"1","3","1_3","OT1NAM22","B","Regular",26.4814814814815,"24","9","Candidate","UGP202000247-1",NA
"UGP202000021-8",24,10,"1","3","1_3","OT1NAM22","A","Regular",22.6666666666667,"24","10","Candidate","UGP202000021-8",NA
"CIP199062.1",24,11,"2","3","2_3","OT1NAM22","B","Parent",7.40740740740741,"24","11","Candidate","CIP199062.1",NA
"Silk_Omuyaka",24,12,"2","3","2_3","OT1NAM22","C","Check",20.7407407407407,"24","12","Check",NA,"Silk_Omuyaka"
"UGP202000020-5",24,13,"2","3","2_3","OT1NAM22","A","Regular",3.33333333333333,"24","13","Candidate","UGP202000020-5",NA
"UGP202000138-14",24,14,"2","3","2_3","OT1NAM22","B","Regular",30.7407407407407,"24","14","Candidate","UGP202000138-14",NA
"UGP202000238-7",24,15,"2","3","2_3","OT1NAM22","B","Regular",10.7407407407407,"24","15","Candidate","UGP202000238-7",NA
"UGP202000254-4",24,16,"2","3","2_3","OT1NAM22","A","Regular",7.77777777777778,"24","16","Candidate","UGP202000254-4",NA
"UGP202000274-12",24,17,"2","3","2_3","OT1NAM22","B","Regular",1.48148148148148,"24","17","Candidate","UGP202000274-12",NA
"UGP202000183-9",24,18,"2","3","2_3","OT1NAM22","B","Regular",14.8148148148148,"24","18","Candidate","UGP202000183-9",NA
"UGP202000146-10",24,19,"2","3","2_3","OT1NAM22","B","Regular",1.88888888888889,"24","19","Candidate","UGP202000146-10",NA
"UGP202000120-3",24,20,"2","3","2_3","OT1NAM22","A","Regular",1.74074074074074,"24","20","Candidate","UGP202000120-3",NA
"UGP202000124-8",24,21,"3","3","3_3","OT1NAM22","A","Regular",4.44444444444444,"24","21","Candidate","UGP202000124-8",NA
"UGP202000271-11",24,22,"3","3","3_3","OT1NAM22","B","Regular",10.3703703703704,"24","22","Candidate","UGP202000271-11",NA
"Carrot_C",24,23,"3","3","3_3","OT1NAM22","A","Parent",4.44444444444444,"24","23","Candidate","Carrot_C",NA
"Cemsa_74-228",24,24,"3","3","3_3","OT1NAM22","C","Check",9.25925925925926,"24","24","Check",NA,"Cemsa_74-228"
"UGP202000234-11",24,25,"3","3","3_3","OT1NAM22","B","Regular",8.51851851851852,"24","25","Candidate","UGP202000234-11",NA
"UGP202000170-1",24,26,"3","3","3_3","OT1NAM22","B","Regular",3.7037037037037,"24","26","Candidate","UGP202000170-1",NA
"UGP202000271-5",24,27,"3","3","3_3","OT1NAM22","B","Regular",2.25925925925926,"24","27","Candidate","UGP202000271-5",NA
"UGP202000239-12",24,28,"3","3","3_3","OT1NAM22","B","Regular",9.33333333333333,"24","28","Candidate","UGP202000239-12",NA
"APA323",24,29,"3","3","3_3","OT1NAM22","A","Parent",4.07407407407407,"24","29","Candidate","APA323",NA
"UGP202000253-9",24,30,"3","3","3_3","OT1NAM22","A","Regular",12.037037037037,"24","30","Candidate","UGP202000253-9",NA
"UGP202000105-16",25,1,"1","3","1_3","OT1NAM22","A","Regular",1.14814814814815,"25","1","Candidate","UGP202000105-16",NA
"UGP202000080-6",25,2,"1","3","1_3","OT1NAM22","A","Regular",22.962962962963,"25","2","Candidate","UGP202000080-6",NA
"KMI61",25,3,"1","3","1_3","OT1NAM22","A","Parent",9.25925925925926,"25","3","Candidate","KMI61",NA
"UGP202000175-5",25,4,"1","3","1_3","OT1NAM22","B","Regular",26.6666666666667,"25","4","Candidate","UGP202000175-5",NA
"UGP202000167-1",25,5,"1","3","1_3","OT1NAM22","B","Regular",8.88888888888889,"25","5","Candidate","UGP202000167-1",NA
"CIP199062.1",25,6,"1","3","1_3","OT1NAM22","B","Parent",17.037037037037,"25","6","Candidate","CIP199062.1",NA
"UGP202000082-5",25,7,"1","3","1_3","OT1NAM22","A","Regular",5.22222222222222,"25","7","Candidate","UGP202000082-5",NA
"UGP202000204-22",25,8,"1","3","1_3","OT1NAM22","B","Regular",6.66666666666667,"25","8","Candidate","UGP202000204-22",NA
"UGP202000184-19",25,9,"1","3","1_3","OT1NAM22","B","Regular",3.03703703703704,"25","9","Candidate","UGP202000184-19",NA
"UGP202000109-20",25,10,"1","3","1_3","OT1NAM22","A","Regular",29.6296296296296,"25","10","Candidate","UGP202000109-20",NA
"NAROSPOT1",25,11,"2","3","2_3","OT1NAM22","C","Check",12.962962962963,"25","11","Check",NA,"NAROSPOT1"
"UGP202000057-13",25,12,"2","3","2_3","OT1NAM22","A","Regular",33.3333333333333,"25","12","Candidate","UGP202000057-13",NA
"UGP202000242-19",25,13,"2","3","2_3","OT1NAM22","B","Regular",1.55555555555556,"25","13","Candidate","UGP202000242-19",NA
"UGP202000226-10",25,14,"2","3","2_3","OT1NAM22","B","Regular",NA,"25","14","Candidate","UGP202000226-10",NA
"UGP202000086-11",25,15,"2","3","2_3","OT1NAM22","A","Regular",0.222222222222222,"25","15","Candidate","UGP202000086-11",NA
"KBL648",25,16,"2","3","2_3","OT1NAM22","A","Parent",10,"25","16","Candidate","KBL648",NA
"UGP202000067-5",25,17,"2","3","2_3","OT1NAM22","A","Regular",24.8148148148148,"25","17","Candidate","UGP202000067-5",NA
"UGP202000246-8",25,18,"2","3","2_3","OT1NAM22","B","Regular",13,"25","18","Candidate","UGP202000246-8",NA
"UGP202000008-1",25,19,"2","3","2_3","OT1NAM22","A","Regular",9.25925925925926,"25","19","Candidate","UGP202000008-1",NA
"UGP202000114-19",25,20,"2","3","2_3","OT1NAM22","A","Regular",25.5925925925926,"25","20","Candidate","UGP202000114-19",NA
"RAK848",25,21,"3","3","3_3","OT1NAM22","B","Parent",4.14814814814815,"25","21","Candidate","RAK848",NA
"Tanzania",25,22,"3","3","3_3","OT1NAM22","C","Check",9,"25","22","Check",NA,"Tanzania"
"UGP202000217-3",25,23,"3","3","3_3","OT1NAM22","B","Regular",4.88888888888889,"25","23","Candidate","UGP202000217-3",NA
"UGP202000002-10",25,24,"3","3","3_3","OT1NAM22","A","Regular",18.6666666666667,"25","24","Candidate","UGP202000002-10",NA
"UGP202000072-18",25,25,"3","3","3_3","OT1NAM22","A","Regular",12.962962962963,"25","25","Candidate","UGP202000072-18",NA
"UGP202000064-6",25,26,"3","3","3_3","OT1NAM22","A","Regular",13.3333333333333,"25","26","Candidate","UGP202000064-6",NA
"UGP202000245-10",25,27,"3","3","3_3","OT1NAM22","B","Regular",29.6296296296296,"25","27","Candidate","UGP202000245-10",NA
"Mayai",25,28,"3","3","3_3","OT1NAM22","A","Parent",5.92592592592593,"25","28","Candidate","Mayai",NA
"UGP202000042-10",25,29,"3","3","3_3","OT1NAM22","A","Regular",0.518518518518518,"25","29","Candidate","UGP202000042-10",NA
"UGP202000256-1",25,30,"3","3","3_3","OT1NAM22","A","Regular",7.03703703703704,"25","30","Candidate","UGP202000256-1",NA
"MKN1210",26,1,"1","3","1_3","OT1NAM22","B","Parent",29.6296296296296,"26","1","Candidate","MKN1210",NA
"Ejumula",26,2,"1","3","1_3","OT1NAM22","A","Parent",9.25925925925926,"26","2","Candidate","Ejumula",NA
"RAK819",26,3,"1","3","1_3","OT1NAM22","A","Parent",15.5555555555556,"26","3","Candidate","RAK819",NA
"UGP202000113-5",26,4,"1","3","1_3","OT1NAM22","A","Regular",13.4074074074074,"26","4","Candidate","UGP202000113-5",NA
"UGP202000080-16",26,5,"1","3","1_3","OT1NAM22","A","Regular",5.18518518518519,"26","5","Candidate","UGP202000080-16",NA
"UGP202000080-14",26,6,"1","3","1_3","OT1NAM22","A","Regular",2.96296296296296,"26","6","Candidate","UGP202000080-14",NA
"UGP202000028-18",26,7,"1","3","1_3","OT1NAM22","A","Regular",7.96296296296296,"26","7","Candidate","UGP202000028-18",NA
"UGP202000076-12",26,8,"1","3","1_3","OT1NAM22","A","Regular",4.81481481481481,"26","8","Candidate","UGP202000076-12",NA
"UGP202000089-4",26,9,"1","3","1_3","OT1NAM22","A","Regular",8.59259259259259,"26","9","Candidate","UGP202000089-4",NA
"UGP202000020-20",26,10,"1","3","1_3","OT1NAM22","A","Regular",NA,"26","10","Candidate","UGP202000020-20",NA
"UGP202000065-13",26,11,"2","3","2_3","OT1NAM22","A","Regular",18.8888888888889,"26","11","Candidate","UGP202000065-13",NA
"UGP202000194-14",26,12,"2","3","2_3","OT1NAM22","B","Regular",16.6666666666667,"26","12","Candidate","UGP202000194-14",NA
"MPG1128",26,13,"2","3","2_3","OT1NAM22","A","Parent",22.2962962962963,"26","13","Candidate","MPG1128",NA
"UGP202000039-2",26,14,"2","3","2_3","OT1NAM22","A","Regular",9.25925925925926,"26","14","Candidate","UGP202000039-2",NA
"UGP202000216-11",26,15,"2","3","2_3","OT1NAM22","B","Regular",10,"26","15","Candidate","UGP202000216-11",NA
"ARA209",26,16,"2","3","2_3","OT1NAM22","B","Parent",5.96296296296296,"26","16","Candidate","ARA209",NA
"UGP202000157-19",26,17,"2","3","2_3","OT1NAM22","B","Regular",23.3333333333333,"26","17","Candidate","UGP202000157-19",NA
"UGP202000174-6",26,18,"2","3","2_3","OT1NAM22","B","Regular",8.14814814814815,"26","18","Candidate","UGP202000174-6",NA
"Beauregard",26,19,"2","3","2_3","OT1NAM22","C","Check",9.25925925925926,"26","19","Check",NA,"Beauregard"
"UGP202000079-10",26,20,"2","3","2_3","OT1NAM22","A","Regular",2.96296296296296,"26","20","Candidate","UGP202000079-10",NA
"UGP202000189-4",26,21,"3","3","3_3","OT1NAM22","B","Regular",11.5555555555556,"26","21","Candidate","UGP202000189-4",NA
"UGP202000175-10",26,22,"3","3","3_3","OT1NAM22","B","Regular",0.740740740740741,"26","22","Candidate","UGP202000175-10",NA
"UGP202000263-6",26,23,"3","3","3_3","OT1NAM22","A","Regular",6.66666666666667,"26","23","Candidate","UGP202000263-6",NA
"UGP202000121-3",26,24,"3","3","3_3","OT1NAM22","A","Regular",29.6666666666667,"26","24","Candidate","UGP202000121-3",NA
"CIP199062.1",26,25,"3","3","3_3","OT1NAM22","B","Parent",12.5925925925926,"26","25","Candidate","CIP199062.1",NA
"UGP202000272-2",26,26,"3","3","3_3","OT1NAM22","B","Regular",8.14814814814815,"26","26","Candidate","UGP202000272-2",NA
"UGP202000084-12",26,27,"3","3","3_3","OT1NAM22","A","Regular",1.44444444444444,"26","27","Candidate","UGP202000084-12",NA
"NASPOT_11",26,28,"3","3","3_3","OT1NAM22","B","Parent",62.962962962963,"26","28","Candidate","NASPOT_11",NA
"UGP202000078-7",26,29,"3","3","3_3","OT1NAM22","A","Regular",17.7777777777778,"26","29","Candidate","UGP202000078-7",NA
"UGP202000147-3",26,30,"3","3","3_3","OT1NAM22","B","Regular",15.9259259259259,"26","30","Candidate","UGP202000147-3",NA
"UGP202000102-4",27,1,"1","3","1_3","OT1NAM22","A","Regular",3.03703703703704,"27","1","Candidate","UGP202000102-4",NA
"UGP202000264-3",27,2,"1","3","1_3","OT1NAM22","A","Regular",10,"27","2","Candidate","UGP202000264-3",NA
"UGP202000078-3",27,3,"1","3","1_3","OT1NAM22","A","Regular",NA,"27","3","Candidate","UGP202000078-3",NA
"UGP202000174-9",27,4,"1","3","1_3","OT1NAM22","B","Regular",13,"27","4","Candidate","UGP202000174-9",NA
"UGP202000211-16",27,5,"1","3","1_3","OT1NAM22","B","Regular",12.6296296296296,"27","5","Candidate","UGP202000211-16",NA
"UGP202000097-10",27,6,"1","3","1_3","OT1NAM22","A","Regular",1.48148148148148,"27","6","Candidate","UGP202000097-10",NA
"Carrot_C",27,7,"1","3","1_3","OT1NAM22","A","Parent",7.81481481481481,"27","7","Candidate","Carrot_C",NA
"UGP202000168-12",27,8,"1","3","1_3","OT1NAM22","B","Regular",20.4074074074074,"27","8","Candidate","UGP202000168-12",NA
"UGP202000204-16",27,9,"1","3","1_3","OT1NAM22","B","Regular",3.7037037037037,"27","9","Candidate","UGP202000204-16",NA
"KBL648",27,10,"1","3","1_3","OT1NAM22","A","Parent",27.9259259259259,"27","10","Candidate","KBL648",NA
"UGP202000146-4",27,11,"2","3","2_3","OT1NAM22","B","Regular",38.8888888888889,"27","11","Candidate","UGP202000146-4",NA
"UGP202000040-21",27,12,"2","3","2_3","OT1NAM22","A","Regular",24.1111111111111,"27","12","Candidate","UGP202000040-21",NA
"UGP202000148-10",27,13,"2","3","2_3","OT1NAM22","B","Regular",0.407407407407407,"27","13","Candidate","UGP202000148-10",NA
"UGP202000103-10",27,14,"2","3","2_3","OT1NAM22","A","Regular",13,"27","14","Candidate","UGP202000103-10",NA
"New_Kawogo",27,15,"2","3","2_3","OT1NAM22","C","Check",4.81481481481481,"27","15","Check",NA,"New_Kawogo"
"UGP202000158-4",27,16,"2","3","2_3","OT1NAM22","B","Regular",NA,"27","16","Candidate","UGP202000158-4",NA
"UGP202000172-21",27,17,"2","3","2_3","OT1NAM22","B","Regular",7.77777777777778,"27","17","Candidate","UGP202000172-21",NA
"LUW1257",27,18,"2","3","2_3","OT1NAM22","B","Parent",22.2222222222222,"27","18","Candidate","LUW1257",NA
"MLE199",27,19,"2","3","2_3","OT1NAM22","B","Parent",NA,"27","19","Candidate","MLE199",NA
"UGP202000179-6",27,20,"2","3","2_3","OT1NAM22","B","Regular",1.88888888888889,"27","20","Candidate","UGP202000179-6",NA
"UGP202000276-20",27,21,"3","3","3_3","OT1NAM22","B","Regular",8.88888888888889,"27","21","Candidate","UGP202000276-20",NA
"UGP202000103-1",27,22,"3","3","3_3","OT1NAM22","A","Regular",5.59259259259259,"27","22","Candidate","UGP202000103-1",NA
"RAK808",27,23,"3","3","3_3","OT1NAM22","C","Check",3.48148148148148,"27","23","Check",NA,"RAK808"
"Resisto",27,24,"3","3","3_3","OT1NAM22","B","Parent",2.2962962962963,"27","24","Candidate","Resisto",NA
"UGP202000069-8",27,25,"3","3","3_3","OT1NAM22","A","Regular",12.962962962963,"27","25","Candidate","UGP202000069-8",NA
"RAK819",27,26,"3","3","3_3","OT1NAM22","A","Parent",9.62962962962963,"27","26","Candidate","RAK819",NA
"UGP202000120-16",27,27,"3","3","3_3","OT1NAM22","A","Regular",34.4814814814815,"27","27","Candidate","UGP202000120-16",NA
"UGP202000051-20",27,28,"3","3","3_3","OT1NAM22","A","Regular",3.7037037037037,"27","28","Candidate","UGP202000051-20",NA
"UGP202000122-14",27,29,"3","3","3_3","OT1NAM22","A","Regular",16.2962962962963,"27","29","Candidate","UGP202000122-14",NA
"UGP202000176-5",27,30,"3","3","3_3","OT1NAM22","B","Regular",9.33333333333333,"27","30","Candidate","UGP202000176-5",NA
"New_Kawogo",28,1,"1","3","1_3","OT1NAM22","C","Check",25.9259259259259,"28","1","Check",NA,"New_Kawogo"
"UGP202000086-8",28,2,"1","3","1_3","OT1NAM22","A","Regular",40.3703703703704,"28","2","Candidate","UGP202000086-8",NA
"UGP202000243-9",28,3,"1","3","1_3","OT1NAM22","B","Regular",18.1481481481481,"28","3","Candidate","UGP202000243-9",NA
"UGP202000237-14",28,4,"1","3","1_3","OT1NAM22","B","Regular",14.6296296296296,"28","4","Candidate","UGP202000237-14",NA
"UGP202000272-14",28,5,"1","3","1_3","OT1NAM22","B","Regular",3.74074074074074,"28","5","Candidate","UGP202000272-14",NA
"Beauregard",28,6,"1","3","1_3","OT1NAM22","C","Check",1.11111111111111,"28","6","Check",NA,"Beauregard"
"UGP202000067-3",28,7,"1","3","1_3","OT1NAM22","A","Regular",10,"28","7","Candidate","UGP202000067-3",NA
"NASPOT_8",28,8,"1","3","1_3","OT1NAM22","C","Check",16.7037037037037,"28","8","Check",NA,"NASPOT_8"
"UGP202000269-19",28,9,"1","3","1_3","OT1NAM22","B","Regular",11.1111111111111,"28","9","Candidate","UGP202000269-19",NA
"UGP202000023-8",28,10,"1","3","1_3","OT1NAM22","A","Regular",NA,"28","10","Candidate","UGP202000023-8",NA
"UGP202000172-5",28,11,"2","3","2_3","OT1NAM22","B","Regular",5.55555555555556,"28","11","Candidate","UGP202000172-5",NA
"UGP202000159-12",28,12,"2","3","2_3","OT1NAM22","B","Regular",37.037037037037,"28","12","Candidate","UGP202000159-12",NA
"UGP202000012-9",28,13,"2","3","2_3","OT1NAM22","A","Regular",12.962962962963,"28","13","Candidate","UGP202000012-9",NA
"UGP202000021-18",28,14,"2","3","2_3","OT1NAM22","A","Regular",NA,"28","14","Candidate","UGP202000021-18",NA
"Ejumula",28,15,"2","3","2_3","OT1NAM22","A","Parent",8.92592592592592,"28","15","Candidate","Ejumula",NA
"UGP202000027-5",28,16,"2","3","2_3","OT1NAM22","A","Regular",18.5555555555556,"28","16","Candidate","UGP202000027-5",NA
"Carrot_C",28,17,"2","3","2_3","OT1NAM22","A","Parent",5.55555555555556,"28","17","Candidate","Carrot_C",NA
"UGP202000033-7",28,18,"2","3","2_3","OT1NAM22","A","Regular",22.2222222222222,"28","18","Candidate","UGP202000033-7",NA
"UGP202000211-9",28,19,"2","3","2_3","OT1NAM22","B","Regular",18.5185185185185,"28","19","Candidate","UGP202000211-9",NA
"UGP202000050-7",28,20,"2","3","2_3","OT1NAM22","A","Regular",19.3333333333333,"28","20","Candidate","UGP202000050-7",NA
"KMI61",28,21,"3","3","3_3","OT1NAM22","A","Parent",3.37037037037037,"28","21","Candidate","KMI61",NA
"UGP202000138-8",28,22,"3","3","3_3","OT1NAM22","B","Regular",14.8518518518518,"28","22","Candidate","UGP202000138-8",NA
"UGP202000007-7",28,23,"3","3","3_3","OT1NAM22","A","Regular",0.62962962962963,"28","23","Candidate","UGP202000007-7",NA
"UGP202000158-22",28,24,"3","3","3_3","OT1NAM22","B","Regular",15,"28","24","Candidate","UGP202000158-22",NA
"UGP202000060-17",28,25,"3","3","3_3","OT1NAM22","A","Regular",6.66666666666667,"28","25","Candidate","UGP202000060-17",NA
"UGP202000144-11",28,26,"3","3","3_3","OT1NAM22","B","Regular",0.62962962962963,"28","26","Candidate","UGP202000144-11",NA
"KML942",28,27,"3","3","3_3","OT1NAM22","B","Parent",0.962962962962963,"28","27","Candidate","KML942",NA
"UGP202000044-13",28,28,"3","3","3_3","OT1NAM22","A","Regular",8.14814814814815,"28","28","Candidate","UGP202000044-13",NA
"UGP202000108-12",28,29,"3","3","3_3","OT1NAM22","A","Regular",15.1851851851852,"28","29","Candidate","UGP202000108-12",NA
"UGP202000155-11",28,30,"3","3","3_3","OT1NAM22","B","Regular",NA,"28","30","Candidate","UGP202000155-11",NA
"UGP202000169-1",29,1,"1","3","1_3","OT1NAM22","B","Regular",18.5185185185185,"29","1","Candidate","UGP202000169-1",NA
"Silk_Omuyaka",29,2,"1","3","1_3","OT1NAM22","C","Check",8.14814814814815,"29","2","Check",NA,"Silk_Omuyaka"
"UGP202000073-4",29,3,"1","3","1_3","OT1NAM22","A","Regular",4.81481481481481,"29","3","Candidate","UGP202000073-4",NA
"UGP202000120-2",29,4,"1","3","1_3","OT1NAM22","A","Regular",13.4074074074074,"29","4","Candidate","UGP202000120-2",NA
"UGP202000224-17",29,5,"1","3","1_3","OT1NAM22","B","Regular",37.0740740740741,"29","5","Candidate","UGP202000224-17",NA
"UGP202000257-15",29,6,"1","3","1_3","OT1NAM22","A","Regular",24.0740740740741,"29","6","Candidate","UGP202000257-15",NA
"Cemsa_74-228",29,7,"1","3","1_3","OT1NAM22","C","Check",9.29629629629629,"29","7","Check",NA,"Cemsa_74-228"
"UGP202000233-15",29,8,"1","3","1_3","OT1NAM22","B","Regular",22.962962962963,"29","8","Candidate","UGP202000233-15",NA
"UGP202000224-8",29,9,"1","3","1_3","OT1NAM22","B","Regular",16.7407407407407,"29","9","Candidate","UGP202000224-8",NA
"UGP202000139-14",29,10,"1","3","1_3","OT1NAM22","B","Regular",1.85185185185185,"29","10","Candidate","UGP202000139-14",NA
"Resisto",29,11,"2","3","2_3","OT1NAM22","B","Parent",3.03703703703704,"29","11","Candidate","Resisto",NA
"UGP202000171-9",29,12,"2","3","2_3","OT1NAM22","B","Regular",7.44444444444444,"29","12","Candidate","UGP202000171-9",NA
"UGP202000259-12",29,13,"2","3","2_3","OT1NAM22","A","Regular",2.22222222222222,"29","13","Candidate","UGP202000259-12",NA
"Mayai",29,14,"2","3","2_3","OT1NAM22","A","Parent",10.3703703703704,"29","14","Candidate","Mayai",NA
"UGP202000028-15",29,15,"2","3","2_3","OT1NAM22","A","Regular",14.8148148148148,"29","15","Candidate","UGP202000028-15",NA
"UGP202000092-10",29,16,"2","3","2_3","OT1NAM22","A","Regular",7.77777777777778,"29","16","Candidate","UGP202000092-10",NA
"UGP202000183-14",29,17,"2","3","2_3","OT1NAM22","B","Regular",9.66666666666667,"29","17","Candidate","UGP202000183-14",NA
"UGP202000162-6",29,18,"2","3","2_3","OT1NAM22","B","Regular",5.55555555555556,"29","18","Candidate","UGP202000162-6",NA
"UGP202000143-1",29,19,"2","3","2_3","OT1NAM22","B","Regular",NA,"29","19","Candidate","UGP202000143-1",NA
"UGP202000016-19",29,20,"2","3","2_3","OT1NAM22","A","Regular",2.74074074074074,"29","20","Candidate","UGP202000016-19",NA
"UGP202000138-3",29,21,"3","3","3_3","OT1NAM22","B","Regular",NA,"29","21","Candidate","UGP202000138-3",NA
"UGP202000181-13",29,22,"3","3","3_3","OT1NAM22","B","Regular",14.8148148148148,"29","22","Candidate","UGP202000181-13",NA
"UGP202000140-14",29,23,"3","3","3_3","OT1NAM22","B","Regular",10,"29","23","Candidate","UGP202000140-14",NA
"UGP202000146-17",29,24,"3","3","3_3","OT1NAM22","B","Regular",40.7777777777778,"29","24","Candidate","UGP202000146-17",NA
"NK318L",29,25,"3","3","3_3","OT1NAM22","A","Parent",4.44444444444444,"29","25","Candidate","NK318L",NA
"Beauregard",29,26,"3","3","3_3","OT1NAM22","C","Check",7.03703703703704,"29","26","Check",NA,"Beauregard"
"NASPOT_8",29,27,"3","3","3_3","OT1NAM22","C","Check",34.0740740740741,"29","27","Check",NA,"NASPOT_8"
"UGP202000157-13",29,28,"3","3","3_3","OT1NAM22","B","Regular",1.51851851851852,"29","28","Candidate","UGP202000157-13",NA
"UGP202000188-13",29,29,"3","3","3_3","OT1NAM22","B","Regular",NA,"29","29","Candidate","UGP202000188-13",NA
"UGP202000028-2",29,30,"3","3","3_3","OT1NAM22","A","Regular",40.8148148148148,"29","30","Candidate","UGP202000028-2",NA
